subclass,modality,sexrep,ncell,nreads,ratio
197 SNr Six3 Gaba,H3K9me3,MaleA,898,6761882,7529.9355
129 VMH Nr5a1 Glut,H3K27ac,MaleA,899,1861736,2070.8965
019 L2/3 IT PPP Glut,H3K4me1,MaleB,899,9187339,10219.51
113 MEA-COA-BMA Ccdc42 Glut,H3K27me3,MaleB,904,4983647,5512.884
079 CEA-BST Six3 Cyp26b1 Gaba,H3K4me1,MaleB,904,5765671,6377.9546
030 L6 CT CTX Glut,H3K27ac,MaleB,906,1800889,1987.7362
086 MPO-ADP Lhx8 Gaba,H3K27me3,FemaleA,908,6274483,6910.2236
197 SNr Six3 Gaba,H3K9me3,MaleB,909,3185646,3504.561
052 Pvalb Gaba,H3K27ac,MaleA,910,3113200,3421.0989
020 L2/3 IT RSP Glut,H3K27me3,MaleB,911,2442285,2680.8835
019 L2/3 IT PPP Glut,H3K27me3,FemaleB,913,3708685,4062.0864
080 CEA-AAA-BST Six3 Sp9 Gaba,H3K27me3,FemaleA,917,2793014,3045.817
045 OB-STR-CTX Inh IMN,H3K27ac,MaleA,920,3209301,3488.3706
215 SNc-VTA-RAmb Foxa1 Dopa,H3K4me1,FemaleA,920,3451042,3751.1326
159 IF-RL-CLI-PAG Foxa1 Glut,H3K4me1,MaleA,921,5682014,6169.3965
014 LA-BLA-BMA-PA Glut,H3K4me1,FemaleB,921,7002492,7603.14
080 CEA-AAA-BST Six3 Sp9 Gaba,H3K4me1,FemaleA,923,4939558,5351.634
180 SCiw Pitx2 Glut,H3K27ac,FemaleA,928,2184734,2354.2393
063 STR D1 Sema5a Gaba,H3K27ac,MaleB,928,2725421,2936.876
159 IF-RL-CLI-PAG Foxa1 Glut,H3K9me3,MaleA,929,7269527,7825.11
159 IF-RL-CLI-PAG Foxa1 Glut,H3K4me1,MaleB,930,4705693,5059.885
023 SUB-ProS Glut,H3K9me3,FemaleA,931,3071018,3298.623
046 Vip Gaba,H3K9me3,FemaleA,932,3030560,3251.6738
017 CA3 Glut,H3K27ac,FemaleB,933,3125248,3349.6763
195 SNr-VTA Pax5 Npas1 Gaba,H3K27ac,FemaleA,933,2391906,2563.672
113 MEA-COA-BMA Ccdc42 Glut,H3K27me3,MaleA,934,5298489,5672.9004
180 SCiw Pitx2 Glut,H3K27ac,MaleB,935,2807539,3002.7156
009 L2/3 IT PIR-ENTl Glut,H3K27ac,MaleA,940,4233249,4503.4565
108 ARH-PVp Tbx3 Gaba,H3K9me3,MaleB,941,10702699,11373.75
073 MEA-BST Sox6 Gaba,H3K9me3,MaleA,943,6473637,6864.9385
032 L5 NP CTX Glut,H3K27me3,MaleA,947,2398985,2533.247
080 CEA-AAA-BST Six3 Sp9 Gaba,H3K9me3,FemaleA,948,4995011,5268.999
007 L2/3 IT CTX Glut,H3K9me3,MaleA,950,2778283,2924.5083
197 SNr Six3 Gaba,H3K4me1,MaleA,952,6152734,6462.956
073 MEA-BST Sox6 Gaba,H3K27ac,FemaleA,952,2447443,2570.8435
082 CEA-BST Ebf1 Pdyn Gaba,H3K27ac,FemaleA,957,2175505,2273.255
142 HY Gnrh1 Glut,H3K27ac,FemaleA,959,4740473,4943.1416
046 Vip Gaba,H3K4me1,FemaleA,960,3758343,3914.9407
014 LA-BLA-BMA-PA Glut,H3K9me3,FemaleB,964,7621150,7905.7573
202 PRT Tcf7l2 Gaba,H3K27me3,MaleA,968,4179800,4317.975
098 AHN-SBPV-PVHd Pdrm12 Gaba,H3K4me1,MaleB,971,3617441,3725.48
079 CEA-BST Six3 Cyp26b1 Gaba,H3K9me3,MaleB,975,5710493,5856.916
003 L5/6 IT TPE-ENT Glut,H3K27me3,MaleA,979,6187223,6319.942
073 MEA-BST Sox6 Gaba,H3K9me3,MaleB,981,6744950,6875.586
038 DG-PIR Ex IMN,H3K4me1,FemaleB,982,4681494,4767.3057
064 STR-PAL Chst9 Gaba,H3K27ac,MaleA,983,2151519,2188.7273
108 ARH-PVp Tbx3 Gaba,H3K9me3,FemaleA,987,6496166,6581.7285
032 L5 NP CTX Glut,H3K27me3,FemaleA,993,2559292,2577.3333
073 MEA-BST Sox6 Gaba,H3K4me1,MaleB,996,6951699,6979.6177
046 Vip Gaba,H3K27me3,MaleB,998,3039011,3045.1013
156 MB-ant-ve Dmrta2 Glut,H3K4me1,MaleB,1000,5246578,5246.578
038 DG-PIR Ex IMN,H3K4me1,MaleA,1001,6395370,6388.981
195 SNr-VTA Pax5 Npas1 Gaba,H3K27me3,MaleB,1002,3277997,3271.454
156 MB-ant-ve Dmrta2 Glut,H3K9me3,MaleB,1002,3220220,3213.7925
007 L2/3 IT CTX Glut,H3K27ac,MaleA,1003,2882998,2874.3748
197 SNr Six3 Gaba,H3K4me1,MaleB,1004,5437686,5416.022
107 DMH Hmx2 Gaba,H3K4me1,FemaleA,1006,2947550,2929.9702
195 SNr-VTA Pax5 Npas1 Gaba,H3K9me3,MaleB,1011,3540373,3501.8525
028 L6b/CT ENT Glut,H3K4me1,MaleB,1019,9086282,8916.861
025 CA2-FC-IG Glut,H3K27ac,MaleB,1026,2174854,2119.7407
011 L2 IT ENT-po Glut,H3K9me3,FemaleA,1036,3984048,3845.6062
101 ZI Pax6 Gaba,H3K27me3,MaleA,1037,4744389,4575.11
159 IF-RL-CLI-PAG Foxa1 Glut,H3K27me3,MaleB,1039,3835126,3691.1704
014 LA-BLA-BMA-PA Glut,H3K27me3,FemaleB,1046,10712578,10241.471
156 MB-ant-ve Dmrta2 Glut,H3K27me3,FemaleA,1048,3466385,3307.6194
052 Pvalb Gaba,H3K9me3,MaleA,1048,6592932,6290.966
053 Sst Gaba,H3K4me1,MaleA,1052,6017047,5719.6265
159 IF-RL-CLI-PAG Foxa1 Glut,H3K27ac,MaleA,1055,3189406,3023.1335
139 PH-LHA Foxb1 Glut,H3K27me3,FemaleA,1058,4221973,3990.5227
108 ARH-PVp Tbx3 Gaba,H3K4me1,MaleA,1058,12115430,11451.257
079 CEA-BST Six3 Cyp26b1 Gaba,H3K9me3,MaleA,1062,5935613,5589.0894
030 L6 CT CTX Glut,H3K9me3,MaleA,1066,5760327,5403.684
020 L2/3 IT RSP Glut,H3K27me3,MaleA,1067,2909586,2726.8848
010 IT AON-TT-DP Glut,H3K27me3,MaleA,1069,6647855,6218.7607
009 L2/3 IT PIR-ENTl Glut,H3K27me3,MaleB,1077,5393376,5007.7773
007 L2/3 IT CTX Glut,H3K27me3,FemaleB,1078,12297713,11407.897
049 Lamp5 Gaba,H3K27me3,FemaleA,1078,2607421,2418.7578
028 L6b/CT ENT Glut,H3K27me3,FemaleB,1084,3871545,3571.536
113 MEA-COA-BMA Ccdc42 Glut,H3K4me1,FemaleA,1089,4725239,4339.0625
113 MEA-COA-BMA Ccdc42 Glut,H3K9me3,FemaleA,1089,4335251,3980.9468
215 SNc-VTA-RAmb Foxa1 Dopa,H3K27me3,FemaleA,1089,4922690,4520.3765
139 PH-LHA Foxb1 Glut,H3K27ac,FemaleA,1089,3719136,3415.1846
215 SNc-VTA-RAmb Foxa1 Dopa,H3K27ac,FemaleA,1091,3583736,3284.8176
142 HY Gnrh1 Glut,H3K27me3,FemaleB,1092,2049467,1876.8013
038 DG-PIR Ex IMN,H3K9me3,FemaleB,1093,5492201,5024.8867
011 L2 IT ENT-po Glut,H3K4me1,FemaleA,1101,3390228,3079.226
215 SNc-VTA-RAmb Foxa1 Dopa,H3K27ac,MaleB,1101,5042481,4579.91
019 L2/3 IT PPP Glut,H3K9me3,MaleB,1102,9660152,8766.019
004 L6 IT CTX Glut,H3K27ac,MaleB,1109,2126207,1917.229
156 MB-ant-ve Dmrta2 Glut,H3K27ac,FemaleA,1109,2659823,2398.3977
129 VMH Nr5a1 Glut,H3K27me3,MaleA,1114,4867783,4369.6436
101 ZI Pax6 Gaba,H3K9me3,MaleB,1116,7727531,6924.311
195 SNr-VTA Pax5 Npas1 Gaba,H3K9me3,MaleA,1117,8536916,7642.718
108 ARH-PVp Tbx3 Gaba,H3K27ac,FemaleA,1122,13861185,12353.997
012 MEA Slc17a7 Glut,H3K27ac,FemaleA,1129,2414846,2138.9248
113 MEA-COA-BMA Ccdc42 Glut,H3K27me3,FemaleA,1132,2603014,2299.4824
159 IF-RL-CLI-PAG Foxa1 Glut,H3K27me3,MaleA,1132,5345154,4721.8677
006 L4/5 IT CTX Glut,H3K9me3,MaleA,1135,4505982,3970.028
045 OB-STR-CTX Inh IMN,H3K27me3,FemaleB,1145,6478028,5657.6665
114 COAa-PAA-MEA Barhl2 Glut,H3K27ac,FemaleA,1149,2526250,2198.651
053 Sst Gaba,H3K9me3,FemaleB,1150,7271021,6322.627
030 L6 CT CTX Glut,H3K4me1,MaleA,1150,6622628,5758.807
038 DG-PIR Ex IMN,H3K9me3,MaleA,1150,7981865,6940.752
004 L6 IT CTX Glut,H3K27ac,FemaleA,1157,3205695,2770.6958
120 MEA Otp Foxp2 Glut,H3K4me1,FemaleA,1160,9965123,8590.623
025 CA2-FC-IG Glut,H3K27me3,MaleB,1163,3144306,2703.6165
139 PH-LHA Foxb1 Glut,H3K9me3,MaleB,1165,4411919,3787.055
101 ZI Pax6 Gaba,H3K4me1,MaleB,1169,4743970,4058.1438
120 MEA Otp Foxp2 Glut,H3K9me3,MaleA,1172,10914916,9313.068
046 Vip Gaba,H3K27me3,MaleA,1173,4143394,3532.3052
064 STR-PAL Chst9 Gaba,H3K4me1,FemaleB,1179,5663635,4803.7617
064 STR-PAL Chst9 Gaba,H3K9me3,FemaleB,1185,5396066,4553.642
195 SNr-VTA Pax5 Npas1 Gaba,H3K4me1,MaleA,1192,7582142,6360.8574
003 L5/6 IT TPE-ENT Glut,H3K9me3,FemaleA,1200,4412328,3676.94
139 PH-LHA Foxb1 Glut,H3K27ac,MaleB,1203,4730073,3931.8977
028 L6b/CT ENT Glut,H3K27ac,MaleB,1206,2659344,2205.0945
028 L6b/CT ENT Glut,H3K4me1,FemaleB,1208,5306417,4392.7295
063 STR D1 Sema5a Gaba,H3K4me1,MaleA,1211,7108827,5870.2124
108 ARH-PVp Tbx3 Gaba,H3K27me3,MaleB,1217,11752193,9656.691
180 SCiw Pitx2 Glut,H3K27me3,MaleB,1219,3504602,2874.9812
156 MB-ant-ve Dmrta2 Glut,H3K4me1,FemaleA,1220,4413061,3617.2632
005 L5 IT CTX Glut,H3K27me3,MaleB,1222,3345735,2737.9172
156 MB-ant-ve Dmrta2 Glut,H3K27ac,MaleB,1233,4973499,4033.657
079 CEA-BST Six3 Cyp26b1 Gaba,H3K27ac,FemaleA,1240,2602631,2098.896
195 SNr-VTA Pax5 Npas1 Gaba,H3K4me1,MaleB,1241,6789446,5470.9478
135 STN-PSTN Pitx2 Glut,H3K9me3,FemaleB,1244,9829845,7901.8047
009 L2/3 IT PIR-ENTl Glut,H3K27me3,MaleA,1248,7844340,6285.529
046 Vip Gaba,H3K27me3,FemaleA,1251,3389346,2709.3093
064 STR-PAL Chst9 Gaba,H3K27me3,MaleB,1253,6893023,5501.2153
215 SNc-VTA-RAmb Foxa1 Dopa,H3K27me3,MaleB,1258,5145645,4090.338
135 STN-PSTN Pitx2 Glut,H3K4me1,FemaleB,1258,5357284,4258.5723
063 STR D1 Sema5a Gaba,H3K27ac,MaleA,1261,3385015,2684.3894
014 LA-BLA-BMA-PA Glut,H3K27me3,MaleB,1264,10316012,8161.402
019 L2/3 IT PPP Glut,H3K4me1,FemaleB,1268,5290338,4172.191
063 STR D1 Sema5a Gaba,H3K27ac,FemaleA,1273,8317470,6533.755
053 Sst Gaba,H3K4me1,FemaleB,1284,6548073,5099.745
135 STN-PSTN Pitx2 Glut,H3K27ac,MaleB,1299,4417658,3400.8145
053 Sst Gaba,H3K9me3,MaleA,1300,8420238,6477.106
080 CEA-AAA-BST Six3 Sp9 Gaba,H3K4me1,MaleB,1305,9685081,7421.518
180 SCiw Pitx2 Glut,H3K27ac,MaleA,1317,3335693,2532.7964
215 SNc-VTA-RAmb Foxa1 Dopa,H3K27ac,MaleA,1318,5138891,3899.0068
022 L5 ET CTX Glut,H3K27ac,MaleB,1325,3344686,2524.2913
028 L6b/CT ENT Glut,H3K9me3,MaleB,1329,9366210,7047.562
129 VMH Nr5a1 Glut,H3K4me1,FemaleA,1330,2830533,2128.2202
108 ARH-PVp Tbx3 Gaba,H3K4me1,MaleB,1332,11503459,8636.23
107 DMH Hmx2 Gaba,H3K9me3,MaleB,1334,11435802,8572.565
045 OB-STR-CTX Inh IMN,H3K27me3,MaleA,1335,5024888,3763.961
038 DG-PIR Ex IMN,H3K27ac,MaleA,1340,4195422,3130.9119
106 PVpo-VMPO-MPN Hmx2 Gaba,H3K4me1,FemaleA,1344,2961247,2203.3088
014 LA-BLA-BMA-PA Glut,H3K27me3,MaleA,1345,9412088,6997.835
120 MEA Otp Foxp2 Glut,H3K9me3,FemaleA,1350,12317682,9124.209
009 L2/3 IT PIR-ENTl Glut,H3K9me3,FemaleA,1352,5250024,3883.1538
038 DG-PIR Ex IMN,H3K27ac,FemaleA,1356,4539736,3347.888
156 MB-ant-ve Dmrta2 Glut,H3K9me3,FemaleA,1366,5081748,3720.167
005 L5 IT CTX Glut,H3K27me3,MaleA,1370,3735069,2726.3276
009 L2/3 IT PIR-ENTl Glut,H3K4me1,FemaleA,1376,4379857,3183.0356
052 Pvalb Gaba,H3K27ac,FemaleA,1380,3875576,2808.3884
108 ARH-PVp Tbx3 Gaba,H3K27me3,FemaleA,1381,11323023,8199.147
003 L5/6 IT TPE-ENT Glut,H3K4me1,FemaleA,1382,4168846,3016.531
139 PH-LHA Foxb1 Glut,H3K4me1,MaleB,1395,7745884,5552.605
135 STN-PSTN Pitx2 Glut,H3K9me3,FemaleA,1400,5143824,3674.16
215 SNc-VTA-RAmb Foxa1 Dopa,H3K9me3,MaleB,1402,5751126,4102.087
080 CEA-AAA-BST Six3 Sp9 Gaba,H3K9me3,MaleB,1407,9295488,6606.601
107 DMH Hmx2 Gaba,H3K4me1,MaleB,1408,8577550,6092.01
135 STN-PSTN Pitx2 Glut,H3K9me3,MaleB,1410,4790119,3397.2476
215 SNc-VTA-RAmb Foxa1 Dopa,H3K4me1,MaleA,1412,10221214,7238.8203
019 L2/3 IT PPP Glut,H3K9me3,FemaleB,1416,10669074,7534.6567
006 L4/5 IT CTX Glut,H3K27ac,MaleA,1433,5268401,3676.4836
180 SCiw Pitx2 Glut,H3K4me1,MaleA,1439,8034910,5583.6763
005 L5 IT CTX Glut,H3K27me3,FemaleA,1442,4431825,3073.3877
139 PH-LHA Foxb1 Glut,H3K9me3,MaleA,1450,11350616,7828.011
139 PH-LHA Foxb1 Glut,H3K4me1,MaleA,1456,9300420,6387.651
028 L6b/CT ENT Glut,H3K9me3,FemaleB,1457,10843335,7442.234
045 OB-STR-CTX Inh IMN,H3K27ac,MaleB,1457,7052472,4840.4062
135 STN-PSTN Pitx2 Glut,H3K4me1,FemaleA,1458,4875289,3343.8196
022 L5 ET CTX Glut,H3K27ac,FemaleA,1461,7242979,4957.549
017 CA3 Glut,H3K27me3,FemaleB,1468,4581699,3121.0483
215 SNc-VTA-RAmb Foxa1 Dopa,H3K27me3,MaleA,1469,8672528,5903.695
180 SCiw Pitx2 Glut,H3K9me3,MaleA,1469,10296567,7009.2354
052 Pvalb Gaba,H3K27me3,MaleB,1473,4724161,3207.1697
053 Sst Gaba,H3K27ac,MaleB,1486,3663353,2465.2444
139 PH-LHA Foxb1 Glut,H3K27me3,MaleB,1486,6048258,4070.1602
142 HY Gnrh1 Glut,H3K9me3,MaleA,1486,12729772,8566.469
215 SNc-VTA-RAmb Foxa1 Dopa,H3K9me3,MaleA,1495,7137413,4774.1895
129 VMH Nr5a1 Glut,H3K9me3,MaleB,1500,9304326,6202.884
156 MB-ant-ve Dmrta2 Glut,H3K27me3,MaleB,1502,4590821,3056.472
028 L6b/CT ENT Glut,H3K9me3,MaleA,1512,8652477,5722.5376
011 L2 IT ENT-po Glut,H3K27me3,FemaleA,1537,5239256,3408.7546
063 STR D1 Sema5a Gaba,H3K27me3,MaleB,1543,9769553,6331.5312
019 L2/3 IT PPP Glut,H3K27ac,MaleA,1543,5493730,3560.4211
156 MB-ant-ve Dmrta2 Glut,H3K27ac,MaleA,1545,4081742,2641.9043
019 L2/3 IT PPP Glut,H3K27ac,MaleB,1546,4129263,2670.9333
135 STN-PSTN Pitx2 Glut,H3K9me3,MaleA,1556,11123928,7149.054
053 Sst Gaba,H3K4me1,MaleB,1573,10979090,6979.714
011 L2 IT ENT-po Glut,H3K27ac,FemaleA,1573,5748979,3654.7864
156 MB-ant-ve Dmrta2 Glut,H3K9me3,MaleA,1594,11699138,7339.4844
135 STN-PSTN Pitx2 Glut,H3K4me1,MaleA,1595,9276268,5815.842
038 DG-PIR Ex IMN,H3K27me3,FemaleA,1616,5656102,3500.0632
156 MB-ant-ve Dmrta2 Glut,H3K4me1,MaleA,1623,9344157,5757.3364
139 PH-LHA Foxb1 Glut,H3K27ac,MaleA,1640,5266456,3211.2537
038 DG-PIR Ex IMN,H3K4me1,MaleB,1641,10279400,6264.1074
180 SCiw Pitx2 Glut,H3K27me3,MaleA,1645,6742056,4098.514
053 Sst Gaba,H3K9me3,MaleB,1650,10834668,6566.4653
052 Pvalb Gaba,H3K9me3,FemaleA,1657,6138962,3704.8655
038 DG-PIR Ex IMN,H3K4me1,FemaleA,1670,6076071,3638.366
135 STN-PSTN Pitx2 Glut,H3K27me3,MaleB,1675,5467916,3264.4275
038 DG-PIR Ex IMN,H3K27me3,MaleA,1675,5912277,3529.7175
028 L6b/CT ENT Glut,H3K27me3,MaleB,1680,5523115,3287.5684
038 DG-PIR Ex IMN,H3K27ac,MaleB,1686,6428502,3812.8718
019 L2/3 IT PPP Glut,H3K9me3,MaleA,1691,10091348,5967.6807
135 STN-PSTN Pitx2 Glut,H3K4me1,MaleB,1696,8345629,4920.772
129 VMH Nr5a1 Glut,H3K4me1,MaleB,1696,6614334,3899.9612
215 SNc-VTA-RAmb Foxa1 Dopa,H3K4me1,MaleB,1702,11021338,6475.522
086 MPO-ADP Lhx8 Gaba,H3K4me1,FemaleA,1742,8133917,4669.298
052 Pvalb Gaba,H3K4me1,FemaleA,1754,5758125,3282.8535
063 STR D1 Sema5a Gaba,H3K9me3,FemaleB,1757,13441142,7650.0522
142 HY Gnrh1 Glut,H3K9me3,FemaleA,1759,4477014,2545.204
135 STN-PSTN Pitx2 Glut,H3K27ac,FemaleA,1785,4445012,2490.203
135 STN-PSTN Pitx2 Glut,H3K27me3,FemaleA,1789,6090559,3404.449
017 CA3 Glut,H3K27ac,FemaleA,1790,15714843,8779.242
053 Sst Gaba,H3K27ac,MaleA,1796,5615245,3126.5283
113 MEA-COA-BMA Ccdc42 Glut,H3K4me1,MaleB,1797,12243408,6813.2485
003 L5/6 IT TPE-ENT Glut,H3K27ac,FemaleA,1816,4250094,2340.36
028 L6b/CT ENT Glut,H3K27ac,MaleA,1819,6122801,3366.026
038 DG-PIR Ex IMN,H3K9me3,MaleB,1820,10507592,5773.4023
113 MEA-COA-BMA Ccdc42 Glut,H3K9me3,MaleA,1823,11704135,6420.2607
045 OB-STR-CTX Inh IMN,H3K27me3,MaleB,1829,11916911,6515.5337
142 HY Gnrh1 Glut,H3K27me3,FemaleA,1834,6947438,3788.134
003 L5/6 IT TPE-ENT Glut,H3K27me3,FemaleA,1840,4908228,2667.5151
019 L2/3 IT PPP Glut,H3K27me3,MaleB,1854,7585899,4091.6392
053 Sst Gaba,H3K27ac,FemaleA,1858,7126922,3835.803
064 STR-PAL Chst9 Gaba,H3K27me3,MaleA,1859,8440915,4540.5674
008 L2/3 IT ENT Glut,H3K4me1,MaleB,1886,19300369,10233.493
016 CA1-ProS Glut,H3K27ac,FemaleB,1895,5674235,2994.3193
014 LA-BLA-BMA-PA Glut,H3K27me3,FemaleA,1897,5493636,2895.96
064 STR-PAL Chst9 Gaba,H3K4me1,FemaleA,1910,7168893,3753.3472
063 STR D1 Sema5a Gaba,H3K4me1,FemaleB,1910,12281657,6430.187
007 L2/3 IT CTX Glut,H3K27ac,MaleB,1914,3992326,2085.8547
064 STR-PAL Chst9 Gaba,H3K9me3,MaleA,1930,9474717,4909.1797
120 MEA Otp Foxp2 Glut,H3K27ac,FemaleA,1934,12150784,6282.7217
038 DG-PIR Ex IMN,H3K9me3,FemaleA,1935,7154958,3697.6528
009 L2/3 IT PIR-ENTl Glut,H3K27ac,FemaleA,1941,5966212,3073.7825
014 LA-BLA-BMA-PA Glut,H3K4me1,FemaleA,1945,12404922,6377.852
045 OB-STR-CTX Inh IMN,H3K4me1,FemaleA,1946,11761085,6043.723
139 PH-LHA Foxb1 Glut,H3K27me3,MaleA,1950,9628926,4937.9106
052 Pvalb Gaba,H3K27me3,MaleA,1966,7509998,3819.938
008 L2/3 IT ENT Glut,H3K4me1,FemaleB,1971,9946464,5046.405
156 MB-ant-ve Dmrta2 Glut,H3K27me3,MaleA,1975,8670328,4390.0396
113 MEA-COA-BMA Ccdc42 Glut,H3K9me3,MaleB,1983,12475963,6291.459
006 L4/5 IT CTX Glut,H3K27ac,FemaleA,1990,7543434,3790.6704
142 HY Gnrh1 Glut,H3K27ac,MaleB,2002,4874453,2434.7917
080 CEA-AAA-BST Six3 Sp9 Gaba,H3K9me3,MaleA,2005,14540572,7252.156
014 LA-BLA-BMA-PA Glut,H3K9me3,FemaleA,2030,13745932,6771.395
080 CEA-AAA-BST Six3 Sp9 Gaba,H3K27ac,FemaleA,2044,6484864,3172.634
019 L2/3 IT PPP Glut,H3K27me3,MaleA,2060,10849883,5266.9336
008 L2/3 IT ENT Glut,H3K4me1,MaleA,2066,14246273,6895.5825
006 L4/5 IT CTX Glut,H3K27ac,MaleB,2070,5921658,2860.7043
045 OB-STR-CTX Inh IMN,H3K27ac,FemaleA,2082,15634087,7509.1675
053 Sst Gaba,H3K27me3,MaleB,2083,6862045,3294.3086
009 L2/3 IT PIR-ENTl Glut,H3K27me3,FemaleA,2122,6543281,3083.5442
135 STN-PSTN Pitx2 Glut,H3K27ac,MaleA,2137,5583346,2612.703
008 L2/3 IT ENT Glut,H3K9me3,MaleB,2147,20533378,9563.753
014 LA-BLA-BMA-PA Glut,H3K4me1,MaleB,2169,17749520,8183.2734
062 STR D2 Gaba,H3K27ac,FemaleB,2184,5601552,2564.8132
113 MEA-COA-BMA Ccdc42 Glut,H3K27ac,FemaleA,2199,4929162,2241.547
008 L2/3 IT ENT Glut,H3K9me3,FemaleB,2203,18731246,8502.608
045 OB-STR-CTX Inh IMN,H3K4me1,MaleB,2216,13387186,6041.149
053 Sst Gaba,H3K9me3,FemaleA,2241,8888513,3966.3154
045 OB-STR-CTX Inh IMN,H3K9me3,MaleB,2253,12933059,5740.3726
053 Sst Gaba,H3K4me1,FemaleA,2255,8521683,3779.0168
014 LA-BLA-BMA-PA Glut,H3K9me3,MaleB,2259,16517448,7311.841
008 L2/3 IT ENT Glut,H3K27me3,FemaleB,2301,11643843,5060.3403
017 CA3 Glut,H3K9me3,MaleA,2321,15216928,6556.195
053 Sst Gaba,H3K27me3,MaleA,2334,9468621,4056.8213
064 STR-PAL Chst9 Gaba,H3K9me3,FemaleA,2358,7642153,3240.947
064 STR-PAL Chst9 Gaba,H3K27me3,FemaleA,2435,7549036,3100.2202
004 L6 IT CTX Glut,H3K27me3,FemaleA,2447,6702852,2739.2122
004 L6 IT CTX Glut,H3K27me3,MaleB,2447,6907180,2822.7136
045 OB-STR-CTX Inh IMN,H3K27me3,FemaleA,2453,9751039,3975.1484
063 STR D1 Sema5a Gaba,H3K4me1,FemaleA,2463,16750429,6800.8237
028 L6b/CT ENT Glut,H3K27me3,MaleA,2501,11405416,4560.3423
135 STN-PSTN Pitx2 Glut,H3K27me3,MaleA,2503,10827968,4325.996
142 HY Gnrh1 Glut,H3K9me3,FemaleB,2510,9691675,3861.225
064 STR-PAL Chst9 Gaba,H3K27ac,FemaleA,2550,5699125,2234.951
022 L5 ET CTX Glut,H3K27me3,MaleB,2565,8725096,3401.597
007 L2/3 IT CTX Glut,H3K27ac,FemaleA,2577,9914076,3847.1384
063 STR D1 Sema5a Gaba,H3K27me3,MaleA,2618,13065717,4990.7246
008 L2/3 IT ENT Glut,H3K27ac,MaleB,2665,9018381,3384.0078
052 Pvalb Gaba,H3K27me3,FemaleA,2665,6598323,2475.9185
038 DG-PIR Ex IMN,H3K27me3,MaleB,2668,8962237,3359.1592
045 OB-STR-CTX Inh IMN,H3K9me3,FemaleA,2697,6579523,2439.571
053 Sst Gaba,H3K27me3,FemaleA,2721,8466642,3111.592
008 L2/3 IT ENT Glut,H3K27ac,MaleA,2749,12287478,4469.7993
064 STR-PAL Chst9 Gaba,H3K4me1,MaleB,2777,14213149,5118.1665
037 DG Glut,H3K27ac,FemaleB,2781,7682763,2762.59
019 L2/3 IT PPP Glut,H3K4me1,FemaleA,2785,8777667,3151.7656
019 L2/3 IT PPP Glut,H3K9me3,FemaleA,2790,9606150,3443.0645
061 STR D1 Gaba,H3K27ac,FemaleB,2846,8554875,3005.9294
064 STR-PAL Chst9 Gaba,H3K9me3,MaleB,2863,12595074,4399.2573
014 LA-BLA-BMA-PA Glut,H3K9me3,MaleA,2887,22454638,7777.8447
142 HY Gnrh1 Glut,H3K4me1,FemaleB,2908,14186959,4878.5967
022 L5 ET CTX Glut,H3K27me3,FemaleA,2955,12704261,4299.242
062 STR D2 Gaba,H3K9me3,MaleA,3000,21032846,7010.9487
063 STR D1 Sema5a Gaba,H3K4me1,MaleB,3008,16890982,5615.353
004 L6 IT CTX Glut,H3K27me3,MaleA,3024,9207365,3044.7637
022 L5 ET CTX Glut,H3K27me3,MaleA,3063,11640041,3800.2092
030 L6 CT CTX Glut,H3K27me3,MaleB,3069,7641733,2489.9749
028 L6b/CT ENT Glut,H3K27ac,FemaleA,3081,7769676,2521.8032
108 ARH-PVp Tbx3 Gaba,H3K4me1,FemaleA,3116,16001035,5135.12
037 DG Glut,H3K27ac,FemaleA,3128,24273169,7759.9644
017 CA3 Glut,H3K27me3,FemaleA,3133,17931786,5723.5195
142 HY Gnrh1 Glut,H3K27me3,MaleB,3136,12089856,3855.1836
063 STR D1 Sema5a Gaba,H3K27me3,FemaleA,3189,22941414,7193.921
061 STR D1 Gaba,H3K9me3,MaleA,3190,25798101,8087.1787
063 STR D1 Sema5a Gaba,H3K9me3,FemaleA,3258,18099340,5555.353
063 STR D1 Sema5a Gaba,H3K9me3,MaleB,3340,12618716,3778.0586
019 L2/3 IT PPP Glut,H3K27ac,FemaleA,3368,7302840,2168.3018
030 L6 CT CTX Glut,H3K27me3,FemaleA,3397,8340009,2455.11
008 L2/3 IT ENT Glut,H3K27me3,MaleB,3427,17844698,5207.0903
028 L6b/CT ENT Glut,H3K4me1,FemaleA,3430,11048300,3221.0786
028 L6b/CT ENT Glut,H3K9me3,FemaleA,3483,12183459,3497.9785
008 L2/3 IT ENT Glut,H3K27me3,MaleA,3542,22994910,6492.0693
017 CA3 Glut,H3K4me1,MaleB,3608,24929904,6909.6187
016 CA1-ProS Glut,H3K27ac,FemaleA,3616,28939077,8003.063
062 STR D2 Gaba,H3K4me1,MaleA,3619,20607336,5694.207
142 HY Gnrh1 Glut,H3K9me3,MaleB,3638,22385947,6153.3667
008 L2/3 IT ENT Glut,H3K9me3,MaleA,3704,27177896,7337.445
017 CA3 Glut,H3K9me3,MaleB,3716,25154444,6769.226
030 L6 CT CTX Glut,H3K27me3,MaleA,3731,9657526,2588.455
142 HY Gnrh1 Glut,H3K27ac,MaleA,3794,7867305,2073.6177
016 CA1-ProS Glut,H3K27me3,FemaleB,3842,10604519,2760.156
017 CA3 Glut,H3K4me1,FemaleB,3898,19096818,4899.1323
